AT1G11750.1	e35d0d54d5d209033484e31afc0ff009	271	PANTHER	PTHR10381	ATP-DEPENDENT CLP PROTEASE PROTEOLYTIC SUBUNIT	9	271	1.4E-165	T	27-09-2021	IPR023562	Clp protease proteolytic subunit /Translocation-enhancing protein TepA	-	MetaCyc: PWY-7884
AT1G11750.1	e35d0d54d5d209033484e31afc0ff009	271	Gene3D	G3DSA:3.90.226.10	-	76	271	3.8E-62	T	27-09-2021	-	-
AT1G11750.1	e35d0d54d5d209033484e31afc0ff009	271	Coils	Coil	Coil	210	230	-	T	27-09-2021	-	-
AT1G11750.1	e35d0d54d5d209033484e31afc0ff009	271	Hamap	MF_00444	ATP-dependent Clp protease proteolytic subunit [clpP].	84	270	33.141739	T	27-09-2021	IPR001907	ATP-dependent Clp protease proteolytic subunit	GO:0004176|GO:0004252|GO:0006508	-
AT1G11750.1	e35d0d54d5d209033484e31afc0ff009	271	CDD	cd07017	S14_ClpP_2	96	264	3.96818E-88	T	27-09-2021	IPR001907	ATP-dependent Clp protease proteolytic subunit	GO:0004176|GO:0004252|GO:0006508	-
AT1G11750.1	e35d0d54d5d209033484e31afc0ff009	271	ProSitePatterns	PS00382	Endopeptidase Clp histidine active site.	189	202	-	T	27-09-2021	IPR033135	ClpP, histidine active site	-	-
AT1G11750.1	e35d0d54d5d209033484e31afc0ff009	271	Pfam	PF00574	Clp protease	96	269	3.7E-65	T	27-09-2021	IPR023562	Clp protease proteolytic subunit /Translocation-enhancing protein TepA	-	MetaCyc: PWY-7884
AT1G11750.1	e35d0d54d5d209033484e31afc0ff009	271	SUPERFAMILY	SSF52096	ClpP/crotonase	95	269	3.58E-56	T	27-09-2021	IPR029045	ClpP/crotonase-like domain superfamily	-	MetaCyc: PWY-1361|MetaCyc: PWY-2229|MetaCyc: PWY-2467|MetaCyc: PWY-3061|MetaCyc: PWY-3385|MetaCyc: PWY-361|MetaCyc: PWY-3941|MetaCyc: PWY-4381|MetaCyc: PWY-4801|MetaCyc: PWY-4922|MetaCyc: PWY-5|MetaCyc: PWY-5048|MetaCyc: PWY-5061|MetaCyc: PWY-5109|MetaCyc: PWY-5113|MetaCyc: PWY-5136|MetaCyc: PWY-5137|MetaCyc: PWY-5138|MetaCyc: PWY-5139|MetaCyc: PWY-5163|MetaCyc: PWY-5177|MetaCyc: PWY-5268|MetaCyc: PWY-5284|MetaCyc: PWY-5292|MetaCyc: PWY-5307|MetaCyc: PWY-5313|MetaCyc: PWY-5353|MetaCyc: PWY-5367|MetaCyc: PWY-5400|MetaCyc: PWY-5408|MetaCyc: PWY-5409|MetaCyc: PWY-5410|MetaCyc: PWY-5437|MetaCyc: PWY-5473|MetaCyc: PWY-5475|MetaCyc: PWY-5477|MetaCyc: PWY-5644|MetaCyc: PWY-5660|MetaCyc: PWY-5706|MetaCyc: PWY-5707|MetaCyc: PWY-5710|MetaCyc: PWY-5737|MetaCyc: PWY-5743|MetaCyc: PWY-5744|MetaCyc: PWY-5749|MetaCyc: PWY-5780|MetaCyc: PWY-5789|MetaCyc: PWY-5794|MetaCyc: PWY-5826|MetaCyc: PWY-5837|MetaCyc: PWY-5846|MetaCyc: PWY-5870|MetaCyc: PWY-5871|MetaCyc: PWY-5872|MetaCyc: PWY-5873|MetaCyc: PWY-5875|MetaCyc: PWY-5903|MetaCyc: PWY-5956|MetaCyc: PWY-5966|MetaCyc: PWY-5975|MetaCyc: PWY-5979|MetaCyc: PWY-5984|MetaCyc: PWY-5987|MetaCyc: PWY-5994|MetaCyc: PWY-6027|MetaCyc: PWY-6032|MetaCyc: PWY-6036|MetaCyc: PWY-6039|MetaCyc: PWY-6055|MetaCyc: PWY-6056|MetaCyc: PWY-6060|MetaCyc: PWY-6215|MetaCyc: PWY-6310|MetaCyc: PWY-6312|MetaCyc: PWY-6314|MetaCyc: PWY-6316|MetaCyc: PWY-6320|MetaCyc: PWY-6322|MetaCyc: PWY-6340|MetaCyc: PWY-6373|MetaCyc: PWY-6378|MetaCyc: PWY-6379|MetaCyc: PWY-6397|MetaCyc: PWY-6407|MetaCyc: PWY-6435|MetaCyc: PWY-6442|MetaCyc: PWY-6443|MetaCyc: PWY-6446|MetaCyc: PWY-6453|MetaCyc: PWY-6458|MetaCyc: PWY-6495|MetaCyc: PWY-6559|MetaCyc: PWY-6583|MetaCyc: PWY-6585|MetaCyc: PWY-6602|MetaCyc: PWY-6627|MetaCyc: PWY-6633|MetaCyc: PWY-6672|MetaCyc: PWY-6673|MetaCyc: PWY-6679|MetaCyc: PWY-6721|MetaCyc: PWY-6722|MetaCyc: PWY-6728|MetaCyc: PWY-6749|MetaCyc: PWY-6763|MetaCyc: PWY-6799|MetaCyc: PWY-6837|MetaCyc: PWY-6842|MetaCyc: PWY-6863|MetaCyc: PWY-6883|MetaCyc: PWY-6917|MetaCyc: PWY-6920|MetaCyc: PWY-6922|MetaCyc: PWY-6930|MetaCyc: PWY-6935|MetaCyc: PWY-6944|MetaCyc: PWY-6945|MetaCyc: PWY-6946|MetaCyc: PWY-6948|MetaCyc: PWY-6958|MetaCyc: PWY-6959|MetaCyc: PWY-6971|MetaCyc: PWY-6995|MetaCyc: PWY-6997|MetaCyc: PWY-7007|MetaCyc: PWY-7029|MetaCyc: PWY-7033|MetaCyc: PWY-7042|MetaCyc: PWY-7043|MetaCyc: PWY-7045|MetaCyc: PWY-7049|MetaCyc: PWY-7050|MetaCyc: PWY-7053|MetaCyc: PWY-7094|MetaCyc: PWY-7100|MetaCyc: PWY-7130|MetaCyc: PWY-7154|MetaCyc: PWY-7155|MetaCyc: PWY-7168|MetaCyc: PWY-7171|MetaCyc: PWY-7172|MetaCyc: PWY-7188|MetaCyc: PWY-7189|MetaCyc: PWY-721|MetaCyc: PWY-7216|MetaCyc: PWY-7230|MetaCyc: PWY-7241|MetaCyc: PWY-7261|MetaCyc: PWY-7265|MetaCyc: PWY-7275|MetaCyc: PWY-7280|MetaCyc: PWY-7282|MetaCyc: PWY-7291|MetaCyc: PWY-7292|MetaCyc: PWY-7307|MetaCyc: PWY-7318|MetaCyc: PWY-7337|MetaCyc: PWY-7338|MetaCyc: PWY-7340|MetaCyc: PWY-735|MetaCyc: PWY-7352|MetaCyc: PWY-7354|MetaCyc: PWY-7382|MetaCyc: PWY-7384|MetaCyc: PWY-7401|MetaCyc: PWY-7402|MetaCyc: PWY-7405|MetaCyc: PWY-7407|MetaCyc: PWY-7412|MetaCyc: PWY-7415|MetaCyc: PWY-7419|MetaCyc: PWY-7428|MetaCyc: PWY-7448|MetaCyc: PWY-7450|MetaCyc: PWY-7452|MetaCyc: PWY-7458|MetaCyc: PWY-7460|MetaCyc: PWY-7461|MetaCyc: PWY-7464|MetaCyc: PWY-7465|MetaCyc: PWY-7470|MetaCyc: PWY-7473|MetaCyc: PWY-7474|MetaCyc: PWY-7475|MetaCyc: PWY-7480|MetaCyc: PWY-7510|MetaCyc: PWY-7529|MetaCyc: PWY-7532|MetaCyc: PWY-7543|MetaCyc: PWY-7547|MetaCyc: PWY-7555|MetaCyc: PWY-7557|MetaCyc: PWY-7561|MetaCyc: PWY-7563|MetaCyc: PWY-7565|MetaCyc: PWY-7571|MetaCyc: PWY-7574|MetaCyc: PWY-7577|MetaCyc: PWY-7583|MetaCyc: PWY-7585|MetaCyc: PWY-7592|MetaCyc: PWY-7599|MetaCyc: PWY-7601|MetaCyc: PWY-7602|MetaCyc: PWY-7606|MetaCyc: PWY-761|MetaCyc: PWY-7610|MetaCyc: PWY-7612|MetaCyc: PWY-7613|MetaCyc: PWY-7620|MetaCyc: PWY-7621|MetaCyc: PWY-7624|MetaCyc: PWY-7653|MetaCyc: PWY-7654|MetaCyc: PWY-7656|MetaCyc: PWY-7659|MetaCyc: PWY-7660|MetaCyc: PWY-7664|MetaCyc: PWY-7669|MetaCyc: PWY-7670|MetaCyc: PWY-7671|MetaCyc: PWY-7672|MetaCyc: PWY-7673|MetaCyc: PWY-7677|MetaCyc: PWY-7679|MetaCyc: PWY-7687|MetaCyc: PWY-7688|MetaCyc: PWY-7689|MetaCyc: PWY-7690|MetaCyc: PWY-7692|MetaCyc: PWY-7693|MetaCyc: PWY-7694|MetaCyc: PWY-7695|MetaCyc: PWY-7696|MetaCyc: PWY-7702|MetaCyc: PWY-7706|MetaCyc: PWY-7708|MetaCyc: PWY-7711|MetaCyc: PWY-7713|MetaCyc: PWY-7714|MetaCyc: PWY-7716|MetaCyc: PWY-7719|MetaCyc: PWY-7726|MetaCyc: PWY-7727|MetaCyc: PWY-7728|MetaCyc: PWY-7730|MetaCyc: PWY-7733|MetaCyc: PWY-7734|MetaCyc: PWY-7735|MetaCyc: PWY-7737|MetaCyc: PWY-7738|MetaCyc: PWY-7740|MetaCyc: PWY-7741|MetaCyc: PWY-7742|MetaCyc: PWY-7746|MetaCyc: PWY-7757|MetaCyc: PWY-7769|MetaCyc: PWY-7778|MetaCyc: PWY-7779|MetaCyc: PWY-7782|MetaCyc: PWY-7811|MetaCyc: PWY-7814|MetaCyc: PWY-7815|MetaCyc: PWY-7816|MetaCyc: PWY-7817|MetaCyc: PWY-7818|MetaCyc: PWY-7821|MetaCyc: PWY-7858|MetaCyc: PWY-7884|MetaCyc: PWY-7897|MetaCyc: PWY-7907|MetaCyc: PWY-7930|MetaCyc: PWY-7931|MetaCyc: PWY-7940|MetaCyc: PWY-7950|MetaCyc: PWY-7954|MetaCyc: PWY-7983|MetaCyc: PWY-7984|MetaCyc: PWY-7986|MetaCyc: PWY-7987|MetaCyc: PWY-7988|MetaCyc: PWY-7989|MetaCyc: PWY-8012|MetaCyc: PWY-8029|MetaCyc: PWY-8032|MetaCyc: PWY-8035|MetaCyc: PWY-8036|MetaCyc: PWY-8037|MetaCyc: PWY-8038|MetaCyc: PWY-8039|MetaCyc: PWY-8040|MetaCyc: PWY-8042|MetaCyc: PWY-8044|MetaCyc: PWY-8045|MetaCyc: PWY-8047|MetaCyc: PWY-8049|MetaCyc: PWY-8051|MetaCyc: PWY-8053|MetaCyc: PWY-8055|MetaCyc: PWY-8058|MetaCyc: PWY-8075|MetaCyc: PWY-8082|MetaCyc: PWY-8083|MetaCyc: PWY-8084|MetaCyc: PWY-8085|MetaCyc: PWY-81|MetaCyc: PWY-8116|MetaCyc: PWY-8125|MetaCyc: PWY-8133|MetaCyc: PWY-8134|MetaCyc: PWY-8151|MetaCyc: PWY-8152|MetaCyc: PWY-8157|MetaCyc: PWY-8158|MetaCyc: PWY-8166|MetaCyc: PWY-8179|MetaCyc: PWY-8180|MetaCyc: PWY-8181|MetaCyc: PWY-8182|MetaCyc: PWY-8184|MetaCyc: PWY-8190|MetaCyc: PWY-84|MetaCyc: PWY-981|MetaCyc: PWYG-321|Reactome: R-CEL-196780|Reactome: R-CEL-70895|Reactome: R-CEL-77310|Reactome: R-CEL-77346|Reactome: R-CEL-77348|Reactome: R-CEL-77350|Reactome: R-CEL-77352|Reactome: R-DDI-163765|Reactome: R-DDI-196780|Reactome: R-DDI-200425|Reactome: R-DDI-70895|Reactome: R-DDI-75105|Reactome: R-DDI-77310|Reactome: R-DDI-77346|Reactome: R-DDI-77348|Reactome: R-DDI-77350|Reactome: R-DDI-77352|Reactome: R-DDI-9033241|Reactome: R-DME-196780|Reactome: R-DME-70895|Reactome: R-DRE-390247|Reactome: R-DRE-70895|Reactome: R-DRE-9033241|Reactome: R-HSA-1482798|Reactome: R-HSA-163765|Reactome: R-HSA-196780|Reactome: R-HSA-200425|Reactome: R-HSA-2187335|Reactome: R-HSA-2426168|Reactome: R-HSA-2453902|Reactome: R-HSA-3371599|Reactome: R-HSA-390247|Reactome: R-HSA-70895|Reactome: R-HSA-71032|Reactome: R-HSA-75105|Reactome: R-HSA-77285|Reactome: R-HSA-77288|Reactome: R-HSA-77305|Reactome: R-HSA-77310|Reactome: R-HSA-77346|Reactome: R-HSA-77348|Reactome: R-HSA-77350|Reactome: R-HSA-77352|Reactome: R-HSA-9033241|Reactome: R-MMU-1482798|Reactome: R-MMU-163765|Reactome: R-MMU-196780|Reactome: R-MMU-200425|Reactome: R-MMU-2187335|Reactome: R-MMU-2453902|Reactome: R-MMU-390247|Reactome: R-MMU-70895|Reactome: R-MMU-71032|Reactome: R-MMU-75105|Reactome: R-MMU-77285|Reactome: R-MMU-77288|Reactome: R-MMU-77305|Reactome: R-MMU-77310|Reactome: R-MMU-77346|Reactome: R-MMU-77348|Reactome: R-MMU-77350|Reactome: R-MMU-77352|Reactome: R-MMU-9033241|Reactome: R-RNO-1482798|Reactome: R-RNO-163765|Reactome: R-RNO-196780|Reactome: R-RNO-200425|Reactome: R-RNO-390247|Reactome: R-RNO-70895|Reactome: R-RNO-71032|Reactome: R-RNO-75105|Reactome: R-RNO-77285|Reactome: R-RNO-77288|Reactome: R-RNO-77305|Reactome: R-RNO-77310|Reactome: R-RNO-77346|Reactome: R-RNO-77348|Reactome: R-RNO-77350|Reactome: R-RNO-77352|Reactome: R-RNO-9033241|Reactome: R-SCE-163765|Reactome: R-SCE-200425|Reactome: R-SCE-70895|Reactome: R-SCE-75105|Reactome: R-SPO-163765|Reactome: R-SPO-200425|Reactome: R-SPO-70895|Reactome: R-SPO-75105|Reactome: R-SSC-1482798|Reactome: R-SSC-196780|Reactome: R-SSC-71032|Reactome: R-SSC-77285|Reactome: R-SSC-77305|Reactome: R-SSC-77310|Reactome: R-SSC-77346|Reactome: R-SSC-77348|Reactome: R-SSC-77350|Reactome: R-XTR-70895
AT1G11750.1	e35d0d54d5d209033484e31afc0ff009	271	PANTHER	PTHR10381:SF58	ATP-DEPENDENT CLP PROTEASE PROTEOLYTIC SUBUNIT	9	271	1.4E-165	T	27-09-2021	-	-
AT1G11750.1	e35d0d54d5d209033484e31afc0ff009	271	PRINTS	PR00127	Clp protease catalytic subunit P signature	96	111	1.4E-41	T	27-09-2021	IPR001907	ATP-dependent Clp protease proteolytic subunit	GO:0004176|GO:0004252|GO:0006508	-
