AT1G68660.1	NP_564937.1	100.000	159	0	0	1	159	1	159	3.75e-113	327	100.00
AT1G68660.1	XP_002888676.1	97.484	159	4	0	1	159	1	159	7.51e-111	322	98.74
AT1G68660.1	XP_010470825.1	93.711	159	10	0	1	159	1	159	9.73e-108	314	98.11
AT1G68660.1	XP_006302940.1	93.082	159	11	0	1	159	1	159	4.01e-107	312	98.11
AT1G68660.1	CAA7053525.1	94.340	159	8	1	1	159	1	158	1.46e-106	311	97.48
AT1G68660.1	XP_010415494.1	93.125	160	10	1	1	159	1	160	8.87e-106	309	97.50
AT1G68660.1	XP_013589864.1	93.750	160	9	1	1	159	1	160	9.26e-106	309	96.88
AT1G68660.1	XP_006391113.1	93.082	159	10	1	1	159	1	158	1.48e-105	308	97.48
AT1G68660.1	VVA94508.1	92.453	159	12	0	1	159	1	159	2.25e-105	308	96.23
AT1G68660.1	XP_013649105.1	93.125	160	10	1	1	159	1	160	4.30e-105	307	96.88
AT1G68660.1	KAG2322224.1	93.168	161	9	2	1	159	1	161	1.24e-104	306	96.89
AT1G68660.1	XP_013707624.1	90.854	164	10	2	1	159	1	164	1.07e-102	301	94.51
AT1G68660.1	XP_013589863.1	89.286	168	9	2	1	159	1	168	1.23e-102	301	92.26
AT1G68660.1	XP_013621361.1	92.500	160	8	2	1	159	1	157	2.72e-102	300	95.62
AT1G68660.1	XP_009105027.1	91.250	160	12	2	1	159	1	159	5.09e-102	299	96.25
AT1G68660.1	KAF8108249.1	93.125	160	7	2	1	159	1	157	5.73e-102	299	95.00
AT1G68660.1	KFK41289.1	93.082	159	8	2	1	159	1	156	6.74e-102	299	95.60
AT1G68660.1	KAG5380325.1	90.625	160	13	2	1	159	1	159	1.53e-101	298	95.62
AT1G68660.1	KAG2312845.1	93.125	160	7	2	1	159	1	157	1.96e-101	298	94.38
AT1G68660.1	XP_009127660.1	91.875	160	9	2	1	159	1	157	2.58e-101	297	95.00
AT1G68660.1	KAG5409717.1	91.250	160	10	2	1	159	1	157	4.51e-101	297	95.00
AT1G68660.1	KAF8095360.1	91.250	160	12	2	1	159	1	159	5.51e-101	296	95.00
AT1G68660.1	KAF8057228.1	91.250	160	12	2	1	159	1	159	5.57e-101	296	95.00
AT1G68660.1	XP_013737222.1	91.250	160	10	2	1	159	1	157	7.07e-101	296	95.00
AT1G68660.1	KAF3524595.1	82.778	180	10	2	1	159	1	180	3.68e-100	295	85.56
AT1G68660.1	XP_013737221.1	90.123	162	10	3	1	159	1	159	4.48e-99	292	93.83
AT1G68660.1	XP_018443173.1	89.441	161	10	3	1	159	1	156	1.60e-97	288	93.17
AT1G68660.1	KAG2253281.1	91.724	145	11	1	1	144	1	145	1.30e-92	276	95.17
AT1G68660.1	KAG2322229.1	95.000	140	6	1	21	159	3	142	2.27e-92	274	97.86
AT1G68660.1	XP_011021774.1	79.245	159	32	1	1	159	1	158	3.04e-91	272	92.45
AT1G68660.1	XP_010551290.1	80.625	160	29	2	1	159	1	159	6.71e-91	271	91.88
AT1G68660.1	XP_002311446.1	78.616	159	33	1	1	159	1	158	1.11e-90	271	91.82
AT1G68660.1	XP_021634171.1	76.730	159	36	1	1	159	1	158	1.21e-90	270	91.82
AT1G68660.1	XP_022560854.1	94.203	138	7	1	23	159	17	154	4.91e-90	269	97.10
AT1G68660.1	XP_021299752.1	79.245	159	32	1	1	159	1	158	8.73e-90	268	89.31
AT1G68660.1	KAF5179457.1	78.750	160	32	2	1	159	1	159	1.14e-89	268	91.25
AT1G68660.1	XP_034902696.1	77.987	159	34	1	1	159	1	158	1.24e-89	268	91.19
AT1G68660.1	XP_021665354.1	77.358	159	35	1	1	159	1	158	1.30e-89	268	91.19
AT1G68660.1	EOY02119.1	78.616	159	33	1	1	159	1	158	1.69e-89	268	89.94
AT1G68660.1	XP_002281884.1	79.874	159	30	2	1	159	1	157	3.79e-89	267	89.31
AT1G68660.1	KAF9847897.1	77.358	159	35	1	1	159	1	158	1.24e-88	265	91.19
AT1G68660.1	XP_012082049.1	76.730	159	36	1	1	159	1	158	1.92e-88	265	89.94
AT1G68660.1	XP_017617045.1	76.730	159	36	1	1	159	1	158	2.62e-88	265	90.57
AT1G68660.1	KAG8473301.1	76.101	159	37	1	1	159	1	158	4.19e-88	264	90.57
AT1G68660.1	XP_034682772.1	79.245	159	31	2	1	159	1	157	5.39e-88	264	88.68
AT1G68660.1	TYG85479.1	76.730	159	36	1	1	159	1	158	5.83e-88	264	89.94
AT1G68660.1	XP_010265218.1	76.730	159	36	1	1	159	1	158	7.33e-88	263	88.68
AT1G68660.1	XP_012462794.1	76.101	159	37	1	1	159	1	158	8.94e-88	263	90.57
AT1G68660.1	XP_016719873.1	76.101	159	37	1	1	159	1	158	1.05e-87	263	89.94
AT1G68660.1	KAG5240374.1	77.500	160	34	2	1	159	56	214	1.29e-87	265	90.00
